TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
301.47,2024-11-04 08:09:25.000000000,Debit,Colorado Springs,Branch,21.0,Student,291.0,1.0,560.73,2024-11-04 08:09:25.000000000,3
199.09,2024-11-04 08:08:46.000000000,Debit,Detroit,Online,70.0,Doctor,89.0,1.0,1658.52,2024-11-04 08:08:46.000000000,3
38.95,2024-11-04 08:09:22.439406336,Debit,Los Angeles,Online,27.0,Engineer,50.0,1.0,731.52,2024-11-04 08:09:22.439406336,0
515.94,2024-11-04 08:11:10.000000000,Debit,San Francisco,ATM,29.0,Engineer,37.0,1.0,1389.89,2024-11-04 08:11:10.000000000,1
41.93,2024-11-04 08:06:24.000000000,Debit,Fresno,ATM,48.0,Engineer,136.0,1.0,5081.26,2024-11-04 08:06:24.000000000,0
137.84,2024-11-04 08:09:26.000000000,Debit,Omaha,ATM,27.0,Student,112.5,1.0,1000.35,2024-11-04 08:09:26.000000000,2
95.35,2024-11-04 08:07:22.000000000,Debit,Chicago,Online,21.0,Student,131.0,1.0,1639.9,2024-11-04 08:07:22.000000000,3
93.14,2024-11-04 08:07:53.000000000,Debit,Memphis,Online,67.0,Retired,151.0,1.0,5473.82,2024-11-04 08:07:53.000000000,2
79.33,2024-11-04 08:07:06.000000000,Credit,Las Vegas,Online,51.0,Doctor,109.0,1.0,14798.1,2024-11-04 08:07:06.000000000,0
76.89,2024-11-04 08:10:31.000000000,Debit,Chicago,ATM,55.0,Doctor,132.0,1.0,4737.84,2024-11-04 08:10:31.000000000,3
233.71,2024-11-04 08:12:09.000000000,Debit,Jacksonville,Online,19.0,Student,297.0,1.0,1231.98,2024-11-04 08:12:09.000000000,0
14.92,2024-11-04 08:07:33.000000000,Debit,Las Vegas,Branch,26.0,Engineer,120.0,1.0,6611.26,2024-11-04 08:07:33.000000000,0
242.17,2024-11-04 08:10:41.000000000,Debit,Jacksonville,ATM,60.0,Doctor,147.0,1.0,883.72,2024-11-04 08:10:41.000000000,0
122.98,2024-11-04 08:09:50.000000000,Debit,Jacksonville,Online,79.0,Retired,228.0,1.0,5055.99,2024-11-04 08:09:50.000000000,0
129.35,2024-11-04 08:09:41.000000000,Debit,Las Vegas,ATM,52.0,Engineer,130.0,1.0,7166.88,2024-11-04 08:09:41.000000000,0
138.33,2024-11-04 08:09:17.000000000,Debit,Dallas,Online,21.0,Student,69.0,1.0,232.56,2024-11-04 08:09:17.000000000,3
39.31,2024-11-04 08:06:47.000000000,Debit,Portland,Online,25.0,Student,178.0,1.0,1236.38,2024-11-04 08:06:47.000000000,5
91.85,2024-11-04 08:12:14.000000000,Debit,Seattle,Online,21.0,Student,148.0,1.0,802.09,2024-11-04 08:12:14.000000000,1
277.7,2024-11-04 08:11:43.000000000,Debit,Nashville,Branch,58.0,Engineer,107.0,1.0,1423.2,2024-11-04 08:11:43.000000000,2
114.03,2024-11-04 08:11:42.000000000,Debit,Portland,ATM,51.0,Doctor,172.0,1.0,13388.56,2024-11-04 08:11:42.000000000,5
302.63,2024-11-04 08:07:17.000000000,Credit,San Jose,Branch,27.0,Engineer,10.0,1.0,2801.28,2024-11-04 08:07:17.000000000,1
31.19,2024-11-04 08:09:33.000000000,Debit,Charlotte,ATM,52.0,Engineer,74.0,1.0,5545.96,2024-11-04 08:09:33.000000000,4
112.91,2024-11-04 08:09:36.000000000,Credit,Tucson,Online,27.0,Engineer,135.0,1.0,4764.48,2024-11-04 08:09:36.000000000,1
742.26,2024-11-04 08:10:01.000000000,Debit,San Diego,Online,27.0,Engineer,36.0,1.0,7868.19,2024-11-04 08:10:01.000000000,5
256.8,2024-11-04 08:09:22.000000000,Debit,Charlotte,ATM,26.0,Student,80.0,1.0,1128.38,2024-11-04 08:09:22.000000000,4
378.68,2024-11-04 08:07:11.000000000,Debit,Fort Worth,ATM,60.0,Doctor,239.0,1.0,7627.04,2024-11-04 08:07:11.000000000,0
571.93,2024-11-04 08:06:42.000000000,Debit,Washington,Online,52.0,Retired,119.0,1.0,4026.03,2024-11-04 08:06:42.000000000,1
26.31,2024-11-04 08:06:54.000000000,Credit,Austin,Online,77.0,Retired,163.0,1.0,7095.76,2024-11-04 08:06:54.000000000,4
205.58,2024-11-04 08:07:55.000000000,Debit,Portland,Online,20.0,Student,112.5,1.0,1501.95,2024-11-04 08:07:55.000000000,5
533.61,2024-11-04 08:11:43.000000000,Debit,Mesa,Online,48.0,Engineer,115.0,1.0,3656.93,2024-11-04 08:11:43.000000000,2
428.62,2024-11-04 08:10:24.000000000,Debit,Raleigh,Branch,55.0,Retired,72.0,1.0,3473.24,2024-11-04 08:10:24.000000000,5
361.22,2024-11-04 08:10:24.000000000,Debit,Raleigh,ATM,64.0,Retired,167.0,1.0,7061.73,2024-11-04 08:10:24.000000000,5
837.29,2024-11-04 08:07:12.000000000,Debit,Phoenix,Branch,25.0,Student,216.0,1.0,6012.67,2024-11-04 08:07:12.000000000,5
117.25,2024-11-04 08:08:29.000000000,Credit,Atlanta,Online,31.0,Doctor,73.0,1.0,13694.68,2024-11-04 08:08:29.000000000,4
135.27,2024-11-04 08:09:32.000000000,Debit,Atlanta,ATM,48.0,Doctor,131.0,1.0,9410.51,2024-11-04 08:09:32.000000000,4
185.1,2024-11-04 08:10:41.000000000,Debit,Albuquerque,Branch,53.0,Retired,23.0,1.0,6115.63,2024-11-04 08:10:41.000000000,4
113.54,2024-11-04 08:08:45.000000000,Debit,Columbus,Online,38.0,Engineer,273.0,1.0,5581.21,2024-11-04 08:08:45.000000000,3
354.96,2024-11-04 08:08:19.000000000,Debit,Fort Worth,Online,69.0,Doctor,96.0,1.0,6712.94,2024-11-04 08:08:19.000000000,0
224.22,2024-11-04 08:12:18.000000000,Debit,Fresno,Branch,53.0,Doctor,37.0,1.0,8400.87,2024-11-04 08:12:18.000000000,0
737.1,2024-11-04 08:11:08.000000000,Debit,Washington,ATM,60.0,Retired,92.0,1.0,4644.19,2024-11-04 08:11:08.000000000,1
223.22,2024-11-04 08:08:15.000000000,Debit,Fort Worth,ATM,27.0,Student,96.0,1.0,1734.22,2024-11-04 08:08:15.000000000,0
557.26,2024-11-04 08:09:49.000000000,Debit,San Jose,ATM,69.0,Doctor,53.0,1.0,5237.12,2024-11-04 08:09:49.000000000,1
27.44,2024-11-04 08:08:43.000000000,Debit,Boston,ATM,62.0,Retired,164.0,1.0,5950.48,2024-11-04 08:08:43.000000000,4
310.09,2024-11-04 08:10:52.000000000,Debit,Detroit,Branch,36.0,Doctor,166.0,1.0,9962.5,2024-11-04 08:10:52.000000000,3
80.38,2024-11-04 08:09:54.000000000,Debit,Kansas City,Online,52.0,Doctor,116.0,1.0,9662.88,2024-11-04 08:09:54.000000000,0
26.1,2024-11-04 08:10:24.000000000,Credit,Detroit,Branch,66.0,Doctor,115.0,1.0,5243.0,2024-11-04 08:10:24.000000000,3
845.14,2024-11-04 08:11:10.000000000,Credit,Oklahoma City,Branch,73.0,Retired,183.0,1.0,1702.65,2024-11-04 08:11:10.000000000,2
59.73,2024-11-04 08:10:10.000000000,Debit,Fresno,ATM,27.0,Student,56.0,1.0,800.93,2024-11-04 08:10:10.000000000,0
758.77,2024-11-04 08:08:24.000000000,Debit,San Antonio,ATM,60.0,Engineer,114.0,1.0,7231.47,2024-11-04 08:08:24.000000000,5
301.51,2024-11-04 08:11:09.000000000,Debit,Charlotte,ATM,22.0,Student,284.0,1.0,1052.31,2024-11-04 08:11:09.000000000,4
418.03,2024-11-04 08:08:43.000000000,Debit,Austin,Branch,58.0,Doctor,161.0,1.0,10721.29,2024-11-04 08:08:43.000000000,4
118.06,2024-11-04 08:07:10.000000000,Credit,Las Vegas,Branch,32.0,Doctor,31.0,1.0,13560.63,2024-11-04 08:07:10.000000000,0
483.92,2024-11-04 08:06:59.000000000,Debit,New York,ATM,70.0,Retired,115.0,1.0,3138.0,2024-11-04 08:06:59.000000000,2
78.93,2024-11-04 08:12:17.000000000,Debit,Mesa,ATM,38.0,Doctor,145.0,1.0,9916.24,2024-11-04 08:12:17.000000000,2
36.63,2024-11-04 08:07:35.000000000,Debit,Miami,ATM,75.0,Retired,261.0,1.0,7941.73,2024-11-04 08:07:35.000000000,2
87.85,2024-11-04 08:07:16.000000000,Debit,Colorado Springs,Branch,49.0,Engineer,63.0,1.0,3753.24,2024-11-04 08:07:16.000000000,3
705.34,2024-11-04 08:12:18.000000000,Debit,Washington,Online,59.0,Doctor,124.0,1.0,5003.22,2024-11-04 08:12:18.000000000,1
146.55,2024-11-04 08:07:38.000000000,Debit,Virginia Beach,Online,54.0,Retired,124.0,5.0,4087.44,2024-11-04 08:07:38.000000000,1
116.89,2024-11-04 08:06:37.000000000,Debit,Columbus,Online,71.0,Retired,226.0,1.0,4880.31,2024-11-04 08:06:37.000000000,3
106.41,2024-11-04 08:07:01.000000000,Debit,Los Angeles,Branch,57.0,Retired,87.0,1.0,1310.38,2024-11-04 08:07:01.000000000,0
584.41,2024-11-04 08:11:29.000000000,Debit,Las Vegas,ATM,23.0,Student,41.0,1.0,4475.22,2024-11-04 08:11:29.000000000,0
584.98,2024-11-04 08:07:59.000000000,Credit,Chicago,Branch,55.0,Retired,121.0,1.0,6521.05,2024-11-04 08:07:59.000000000,3
79.21,2024-11-04 08:07:01.000000000,Debit,Colorado Springs,Branch,56.0,Retired,140.0,1.0,1615.04,2024-11-04 08:07:01.000000000,3
173.13,2024-11-04 08:07:24.000000000,Credit,Atlanta,Online,20.0,Student,288.0,1.0,1490.34,2024-11-04 08:07:24.000000000,4
335.7,2024-11-04 08:10:11.000000000,Debit,El Paso,ATM,80.0,Student,57.0,1.0,6601.44,2024-11-04 08:10:11.000000000,3
422.81,2024-11-04 08:10:28.000000000,Debit,Los Angeles,Branch,28.0,Student,193.0,1.0,1929.28,2024-11-04 08:10:28.000000000,0
135.43,2024-11-04 08:08:57.000000000,Debit,San Jose,ATM,57.0,Retired,92.0,1.0,5315.83,2024-11-04 08:08:57.000000000,1
584.88,2024-11-04 08:11:03.000000000,Debit,Philadelphia,ATM,26.0,Student,121.0,1.0,548.45,2024-11-04 08:11:03.000000000,5
308.94,2024-11-04 08:07:47.000000000,Debit,Los Angeles,Online,25.0,Student,167.0,1.0,1931.66,2024-11-04 08:07:47.000000000,0
295.93,2024-11-04 08:09:56.000000000,Debit,Boston,Branch,36.0,Doctor,117.0,1.0,1050.63,2024-11-04 08:09:56.000000000,4
77.44,2024-11-04 08:10:59.000000000,Debit,Washington,Branch,58.0,Retired,268.0,1.0,1950.63,2024-11-04 08:10:59.000000000,1
92.5,2024-11-04 08:08:25.000000000,Credit,Seattle,Online,40.0,Engineer,70.0,1.0,6295.45,2024-11-04 08:08:25.000000000,1
97.74,2024-11-04 08:07:15.000000000,Credit,Los Angeles,Online,41.0,Engineer,137.0,1.0,4113.63,2024-11-04 08:07:15.000000000,0
291.68,2024-11-04 08:11:59.000000000,Debit,Columbus,ATM,21.0,Student,90.0,1.0,1451.02,2024-11-04 08:11:59.000000000,3
56.96,2024-11-04 08:07:18.000000000,Debit,Albuquerque,ATM,22.0,Student,135.0,1.0,1597.85,2024-11-04 08:07:18.000000000,4
436.8,2024-11-04 08:10:00.000000000,Debit,Seattle,Online,27.0,Student,92.0,1.0,1256.33,2024-11-04 08:10:00.000000000,1
259.49,2024-11-04 08:07:31.000000000,Debit,Austin,Online,72.0,Retired,292.0,1.0,7320.61,2024-11-04 08:07:31.000000000,4
726.26,2024-11-04 08:06:49.000000000,Debit,Omaha,Online,57.0,Retired,147.0,1.0,2150.38,2024-11-04 08:06:49.000000000,2
568.68,2024-11-04 08:08:39.000000000,Debit,Houston,ATM,72.0,Retired,101.0,1.0,2940.04,2024-11-04 08:08:39.000000000,0
77.57,2024-11-04 08:07:54.000000000,Debit,Atlanta,Online,49.0,Student,225.0,1.0,12801.93,2024-11-04 08:07:54.000000000,4
14.16,2024-11-04 08:10:20.000000000,Credit,Oklahoma City,Branch,74.0,Retired,290.0,1.0,5399.76,2024-11-04 08:10:20.000000000,2
61.33,2024-11-04 08:06:27.000000000,Debit,Raleigh,ATM,27.0,Engineer,129.0,1.0,7537.4,2024-11-04 08:06:27.000000000,5
27.64,2024-11-04 08:08:22.000000000,Debit,New York,Online,54.0,Engineer,23.0,1.0,7498.51,2024-11-04 08:08:22.000000000,2
3.85,2024-11-04 08:08:51.000000000,Debit,San Jose,ATM,29.0,Doctor,32.0,1.0,10506.41,2024-11-04 08:08:51.000000000,1
431.22,2024-11-04 08:07:30.000000000,Credit,Austin,Branch,73.0,Retired,129.0,1.0,6505.98,2024-11-04 08:07:30.000000000,4
178.55,2024-11-04 08:12:21.000000000,Debit,Houston,Branch,55.0,Engineer,67.0,1.0,7568.4,2024-11-04 08:12:21.000000000,0
248.76,2024-11-04 08:06:33.000000000,Debit,Denver,ATM,18.0,Student,56.0,1.0,546.46,2024-11-04 08:06:33.000000000,3
76.16,2024-11-04 08:12:04.000000000,Debit,San Francisco,ATM,23.0,Student,99.0,1.0,1072.25,2024-11-04 08:12:04.000000000,1
347.25,2024-11-04 08:08:01.000000000,Debit,Indianapolis,ATM,69.0,Doctor,250.0,1.0,7273.55,2024-11-04 08:08:01.000000000,0
28.04,2024-11-04 08:12:17.000000000,Debit,Los Angeles,ATM,57.0,Doctor,146.0,1.0,11197.54,2024-11-04 08:12:17.000000000,0
325.98,2024-11-04 08:08:23.000000000,Debit,Washington,ATM,19.0,Student,277.0,1.0,782.35,2024-11-04 08:08:23.000000000,1
249.56,2024-11-04 08:11:08.000000000,Debit,New York,Branch,76.0,Retired,246.0,1.0,4444.95,2024-11-04 08:11:08.000000000,2
17.43,2024-11-04 08:08:36.000000000,Debit,Albuquerque,ATM,56.0,Doctor,33.0,1.0,10658.88,2024-11-04 08:08:36.000000000,4
198.01,2024-11-04 08:10:09.000000000,Credit,Austin,Branch,26.0,Student,40.0,1.0,250.93,2024-11-04 08:10:09.000000000,4
585.58,2024-11-04 08:09:16.000000000,Debit,Raleigh,Branch,23.0,Student,55.0,1.0,1729.02,2024-11-04 08:09:16.000000000,5
434.67,2024-11-04 08:10:09.000000000,Credit,Virginia Beach,Online,27.0,Student,124.0,1.0,1298.13,2024-11-04 08:10:09.000000000,1
510.7,2024-11-04 08:07:57.000000000,Credit,Nashville,Online,27.0,Student,294.0,1.0,5828.48,2024-11-04 08:07:57.000000000,2
331.98,2024-11-04 08:09:26.000000000,Debit,Denver,ATM,74.0,Retired,12.0,1.0,7600.99,2024-11-04 08:09:26.000000000,3
199.54,2024-11-04 08:10:49.000000000,Debit,Portland,Online,56.0,Engineer,268.0,1.0,9603.73,2024-11-04 08:10:49.000000000,5
212.97,2024-11-04 08:10:42.000000000,Debit,Atlanta,Online,59.0,Engineer,178.0,1.0,4180.4,2024-11-04 08:10:42.000000000,4
270.56,2024-11-04 08:08:05.000000000,Debit,Philadelphia,Online,23.0,Student,139.0,1.0,1268.44,2024-11-04 08:08:05.000000000,5
306.37,2024-11-04 08:07:43.000000000,Debit,Colorado Springs,ATM,26.0,Engineer,120.0,1.0,9609.67,2024-11-04 08:07:43.000000000,3
643.02,2024-11-04 08:07:01.000000000,Credit,Detroit,ATM,38.0,Doctor,85.0,1.0,11989.39,2024-11-04 08:07:01.000000000,3
98.48,2024-11-04 08:11:29.000000000,Debit,Miami,Branch,47.0,Engineer,12.0,1.0,9538.92,2024-11-04 08:11:29.000000000,2
889.01,2024-11-04 08:11:23.000000000,Debit,Virginia Beach,Online,36.0,Engineer,169.0,1.0,4826.88,2024-11-04 08:11:23.000000000,1
537.86,2024-11-04 08:09:27.000000000,Debit,Kansas City,Online,27.0,Student,134.0,1.0,293.06,2024-11-04 08:09:27.000000000,0
241.18,2024-11-04 08:06:56.000000000,Debit,Mesa,ATM,25.0,Student,162.0,1.0,1445.53,2024-11-04 08:06:56.000000000,2
130.54,2024-11-04 08:09:50.000000000,Debit,Atlanta,ATM,64.0,Doctor,94.0,1.0,11204.62,2024-11-04 08:09:50.000000000,4
800.29,2024-11-04 08:11:42.000000000,Credit,San Diego,Branch,20.0,Student,84.0,1.0,693.4,2024-11-04 08:11:42.000000000,5
8.81,2024-11-04 08:09:40.000000000,Debit,Dallas,Online,57.0,Doctor,165.0,1.0,13523.65,2024-11-04 08:09:40.000000000,3
28.52,2024-11-04 08:08:28.000000000,Debit,Detroit,ATM,20.0,Student,163.0,1.0,662.51,2024-11-04 08:08:28.000000000,3
431.31,2024-11-04 08:09:29.000000000,Credit,Atlanta,Online,23.0,Student,99.0,1.0,342.73,2024-11-04 08:09:29.000000000,4
885.33,2024-11-04 08:10:03.000000000,Credit,Raleigh,ATM,47.0,Engineer,59.0,1.0,7764.16,2024-11-04 08:10:03.000000000,5
199.23,2024-11-04 08:07:46.000000000,Debit,Tucson,ATM,29.0,Engineer,54.0,1.0,9834.0,2024-11-04 08:07:46.000000000,1
42.26,2024-11-04 08:09:35.000000000,Debit,Raleigh,ATM,44.0,Doctor,171.0,1.0,268.77,2024-11-04 08:09:35.000000000,5
166.06,2024-11-04 08:07:04.000000000,Debit,Indianapolis,ATM,30.0,Engineer,172.0,1.0,5397.68,2024-11-04 08:07:04.000000000,0
357.72,2024-11-04 08:11:19.000000000,Debit,Miami,ATM,53.0,Retired,25.0,1.0,7659.5,2024-11-04 08:11:19.000000000,2
588.37,2024-11-04 08:07:39.000000000,Debit,Dallas,Online,28.0,Student,284.0,1.0,1926.08,2024-11-04 08:07:39.000000000,3
72.82,2024-11-04 08:06:49.000000000,Debit,Houston,Online,68.0,Doctor,127.0,1.0,6911.62,2024-11-04 08:06:49.000000000,0
162.36,2024-11-04 08:09:02.000000000,Debit,Tucson,Online,36.0,Engineer,147.0,1.0,7527.04,2024-11-04 08:09:02.000000000,1
584.82,2024-11-04 08:09:47.000000000,Credit,Nashville,Online,43.0,Doctor,109.0,1.0,12071.1,2024-11-04 08:09:47.000000000,2
38.15,2024-11-04 08:12:23.000000000,Credit,Oklahoma City,Online,72.0,Retired,129.0,1.0,1425.47,2024-11-04 08:12:23.000000000,2
477.54,2024-11-04 08:06:48.000000000,Credit,San Francisco,ATM,23.0,Student,52.0,1.0,1598.63,2024-11-04 08:06:48.000000000,1
639.57,2024-11-04 08:12:02.000000000,Debit,Philadelphia,Branch,60.0,Doctor,43.0,1.0,11726.47,2024-11-04 08:12:02.000000000,5
58.23,2024-11-04 08:09:59.000000000,Debit,Phoenix,Online,28.0,Student,34.0,1.0,9189.76,2024-11-04 08:09:59.000000000,5
776.21,2024-11-04 08:06:38.000000000,Credit,Raleigh,Online,78.0,Retired,99.0,1.0,4895.87,2024-11-04 08:06:38.000000000,5
211.36,2024-11-04 08:09:07.000000000,Debit,Portland,Branch,21.0,Student,117.0,1.0,6178.77,2024-11-04 08:09:07.000000000,5
188.61,2024-11-04 08:06:23.000000000,Debit,Boston,Online,67.0,Retired,26.0,1.0,7167.57,2024-11-04 08:06:23.000000000,4
675.37,2024-11-04 08:11:11.000000000,Credit,Jacksonville,Online,56.0,Retired,31.0,1.0,4704.91,2024-11-04 08:11:11.000000000,0
94.82,2024-11-04 08:12:17.000000000,Credit,Columbus,Branch,67.0,Retired,56.0,1.0,1267.72,2024-11-04 08:12:17.000000000,3
425.18,2024-11-04 08:11:26.000000000,Credit,Fresno,Online,59.0,Engineer,135.0,1.0,5790.55,2024-11-04 08:11:26.000000000,0
50.28,2024-11-04 08:06:46.000000000,Debit,Oklahoma City,Branch,60.0,Engineer,65.0,1.0,5729.1,2024-11-04 08:06:46.000000000,2
864.72,2024-11-04 08:11:10.000000000,Credit,Detroit,Branch,34.0,Engineer,112.5,1.0,7379.38,2024-11-04 08:11:10.000000000,3
70.68,2024-11-04 08:10:55.000000000,Debit,El Paso,Online,25.0,Student,105.0,1.0,1478.41,2024-11-04 08:10:55.000000000,3
261.77,2024-11-04 08:11:48.000000000,Debit,Chicago,Online,28.0,Student,46.0,1.0,824.71,2024-11-04 08:11:48.000000000,3
183.22,2024-11-04 08:07:27.000000000,Debit,Milwaukee,ATM,27.0,Student,63.0,1.0,1024.42,2024-11-04 08:07:27.000000000,2
58.32,2024-11-04 08:06:58.000000000,Credit,Louisville,Branch,29.0,Engineer,275.0,4.0,6027.49,2024-11-04 08:06:58.000000000,2
156.86,2024-11-04 08:10:27.000000000,Debit,Charlotte,ATM,51.0,Doctor,102.0,1.0,14453.35,2024-11-04 08:10:27.000000000,4
120.67,2024-11-04 08:12:08.000000000,Debit,Colorado Springs,ATM,42.0,Doctor,233.0,1.0,5374.54,2024-11-04 08:12:08.000000000,3
308.62,2024-11-04 08:06:47.000000000,Credit,Sacramento,Branch,59.0,Engineer,101.0,1.0,9148.08,2024-11-04 08:06:47.000000000,5
506.81,2024-11-04 08:08:00.000000000,Debit,Milwaukee,ATM,59.0,Engineer,41.0,1.0,2757.23,2024-11-04 08:08:00.000000000,2
328.39,2024-11-04 08:11:57.000000000,Debit,New York,ATM,41.0,Engineer,108.0,1.0,2523.83,2024-11-04 08:11:57.000000000,2
796.3,2024-11-04 08:08:32.000000000,Debit,Austin,Branch,67.0,Retired,64.0,1.0,1498.79,2024-11-04 08:08:32.000000000,4
72.47,2024-11-04 08:11:10.000000000,Debit,Boston,Online,29.0,Doctor,72.0,1.0,1305.56,2024-11-04 08:11:10.000000000,4
279.6,2024-11-04 08:06:53.000000000,Debit,Fort Worth,ATM,25.0,Student,131.0,1.0,1910.9,2024-11-04 08:06:53.000000000,0
304.2,2024-11-04 08:10:19.000000000,Debit,Indianapolis,Online,25.0,Student,102.0,1.0,423.64,2024-11-04 08:10:19.000000000,0
351.38,2024-11-04 08:06:32.000000000,Debit,New York,Branch,64.0,Retired,21.0,1.0,7606.63,2024-11-04 08:06:32.000000000,2
86.07,2024-11-04 08:12:19.000000000,Debit,Dallas,Branch,31.0,Doctor,23.0,1.0,842.56,2024-11-04 08:12:19.000000000,3
604.5,2024-11-04 08:06:32.000000000,Debit,Portland,ATM,28.0,Student,80.0,1.0,709.42,2024-11-04 08:06:32.000000000,5
258.7,2024-11-04 08:06:36.000000000,Debit,Charlotte,ATM,27.0,Student,123.0,1.0,1358.37,2024-11-04 08:06:36.000000000,4
11.46,2024-11-04 08:08:10.000000000,Credit,Austin,Branch,75.0,Retired,64.0,1.0,7258.33,2024-11-04 08:08:10.000000000,4
63.76,2024-11-04 08:10:22.000000000,Debit,San Antonio,ATM,69.0,Retired,100.0,1.0,4980.26,2024-11-04 08:10:22.000000000,5
446.83,2024-11-04 08:09:33.000000000,Credit,Miami,Branch,55.0,Retired,143.0,1.0,1623.5,2024-11-04 08:09:33.000000000,2
63.54,2024-11-04 08:07:31.000000000,Debit,Dallas,ATM,26.0,Engineer,136.0,1.0,4401.78,2024-11-04 08:07:31.000000000,3
81.11,2024-11-04 08:07:46.000000000,Debit,Charlotte,Online,48.0,Engineer,110.0,1.0,2051.37,2024-11-04 08:07:46.000000000,4
441.26,2024-11-04 08:11:41.000000000,Credit,Tucson,Branch,58.0,Doctor,87.0,5.0,13704.92,2024-11-04 08:11:41.000000000,1
170.96,2024-11-04 08:06:53.000000000,Debit,Washington,Branch,64.0,Doctor,69.0,1.0,13374.89,2024-11-04 08:06:53.000000000,1
48.51,2024-11-04 08:10:53.000000000,Debit,Austin,Branch,22.0,Student,69.0,1.0,3363.23,2024-11-04 08:10:53.000000000,4
325.03,2024-11-04 08:10:08.000000000,Debit,Jacksonville,Branch,60.0,Doctor,106.0,1.0,13521.76,2024-11-04 08:10:08.000000000,0
125.83,2024-11-04 08:11:30.000000000,Debit,Los Angeles,Branch,57.0,Retired,138.0,1.0,6109.86,2024-11-04 08:11:30.000000000,0
506.83,2024-11-04 08:07:31.000000000,Debit,Indianapolis,Branch,37.0,Engineer,45.0,1.0,9975.79,2024-11-04 08:07:31.000000000,0
738.94,2024-11-04 08:08:51.000000000,Debit,Philadelphia,Branch,41.0,Doctor,173.0,1.0,13856.18,2024-11-04 08:08:51.000000000,5
180.36,2024-11-04 08:06:40.000000000,Credit,Oklahoma City,Online,33.0,Engineer,55.0,1.0,9905.23,2024-11-04 08:06:40.000000000,2
225.1,2024-11-04 08:09:22.439406336,Debit,Boston,ATM,28.0,Student,35.0,1.0,1547.71,2024-11-04 08:09:22.439406336,4
359.51,2024-11-04 08:12:11.000000000,Debit,Charlotte,Branch,79.0,Retired,157.0,1.0,7153.72,2024-11-04 08:12:11.000000000,4
720.46,2024-11-04 08:08:35.000000000,Debit,Tucson,Branch,54.0,Retired,44.0,1.0,3101.54,2024-11-04 08:08:35.000000000,1
291.46,2024-11-04 08:10:03.000000000,Debit,Miami,ATM,57.0,Retired,135.0,1.0,7142.53,2024-11-04 08:10:03.000000000,2
98.24,2024-11-04 08:08:58.000000000,Debit,Mesa,Online,28.0,Student,148.0,1.0,580.66,2024-11-04 08:08:58.000000000,2
100.48,2024-11-04 08:12:12.000000000,Credit,Milwaukee,Branch,18.0,Student,104.0,1.0,6149.81,2024-11-04 08:12:12.000000000,2
45.9,2024-11-04 08:07:45.000000000,Debit,Columbus,Branch,56.0,Engineer,264.0,1.0,5698.25,2024-11-04 08:07:45.000000000,3
258.21,2024-11-04 08:10:11.000000000,Debit,San Antonio,Online,39.0,Doctor,225.0,1.0,9562.41,2024-11-04 08:10:11.000000000,5
287.51,2024-11-04 08:08:19.000000000,Debit,El Paso,Online,22.0,Student,255.0,1.0,187.65,2024-11-04 08:08:19.000000000,3
501.3,2024-11-04 08:08:07.000000000,Credit,San Antonio,Online,26.0,Engineer,146.0,1.0,8520.08,2024-11-04 08:08:07.000000000,5
26.1,2024-11-04 08:07:09.000000000,Debit,Mesa,ATM,27.0,Student,32.0,1.0,1435.72,2024-11-04 08:07:09.000000000,2
436.77,2024-11-04 08:09:11.000000000,Debit,Jacksonville,ATM,20.0,Student,176.0,1.0,825.69,2024-11-04 08:09:11.000000000,0
292.38,2024-11-04 08:09:42.000000000,Debit,Baltimore,ATM,68.0,Doctor,224.0,1.0,5803.89,2024-11-04 08:09:42.000000000,4
25.29,2024-11-04 08:06:44.000000000,Debit,Miami,Online,50.0,Student,125.0,1.0,5374.69,2024-11-04 08:06:44.000000000,2
123.35,2024-11-04 08:09:58.000000000,Credit,Baltimore,Online,31.0,Doctor,10.0,1.0,6852.16,2024-11-04 08:09:58.000000000,4
139.52,2024-11-04 08:08:00.000000000,Debit,Portland,Branch,23.0,Student,31.0,1.0,1570.22,2024-11-04 08:08:00.000000000,5
51.2,2024-11-04 08:06:44.000000000,Debit,Tucson,Online,18.0,Student,83.0,1.0,730.6,2024-11-04 08:06:44.000000000,1
122.85,2024-11-04 08:07:00.000000000,Credit,Seattle,Online,47.0,Doctor,127.0,3.0,13185.39,2024-11-04 08:07:00.000000000,1
161.38,2024-11-04 08:10:55.000000000,Credit,Colorado Springs,Online,24.0,Student,101.0,1.0,3900.34,2024-11-04 08:10:55.000000000,3
2.51,2024-11-04 08:11:22.000000000,Debit,Baltimore,Online,63.0,Retired,32.0,1.0,4891.56,2024-11-04 08:11:22.000000000,4
22.62,2024-11-04 08:11:17.000000000,Debit,Virginia Beach,ATM,64.0,Doctor,102.0,1.0,7682.0,2024-11-04 08:11:17.000000000,1
126.83,2024-11-04 08:10:31.000000000,Debit,Austin,Branch,57.0,Retired,39.0,1.0,6100.98,2024-11-04 08:10:31.000000000,4
46.6,2024-11-04 08:06:23.000000000,Debit,Detroit,Online,55.0,Doctor,68.0,1.0,1562.9,2024-11-04 08:06:23.000000000,3
243.8,2024-11-04 08:10:09.000000000,Debit,San Francisco,Branch,57.0,Doctor,48.0,1.0,13732.81,2024-11-04 08:10:09.000000000,1
